client id,client type,first name,last name,date of birth,gender,country,region,acquisition purpose,satisfaction score,loan applied,referral channel,age,Cluster
C0933,1,Kimberly,Johnson,2055-09-03,F,USA,California,0,4,0,Website,-29,1
C0934,1,Barbara,Allen,2043-10-02,F,UK,Northern Ireland,1,5,1,Website,-17,1
C0935,1,Katherine,Cooper,2000-05-17,F,Canada,Manitoba,0,4,0,Agency,26,0
C0936,1,Carolyn,Brooks,2051-04-10,F,USA,California,0,3,0,Client,-25,1
C0937,1,Gerald,Chavez,1982-04-03,M,USA,Arizona,0,5,0,Client,44,0
C0938,1,William,Chavez,2063-05-08,M,Russia,Krasnodar Krai,0,4,0,Website,-37,3
C0939,1,Anna,Alexander,1978-02-02,F,Belgium,Brussels,1,1,0,Website,48,0
C0940,1,Kyle,Bell,1985-12-19,M,USA,Virginia,1,5,0,Website,41,0
C0941,1,Grace,Moore,1955-07-17,F,Mexico,Jalisco,0,1,0,Agency,71,2
C0942,1,Joan,Jackson,1991-12-14,F,USA,California,0,1,0,Website,35,0
C0943,1,Karen,Cox,1957-09-13,F,Canada,Manitoba,1,5,0,Website,69,2
C0944,1,Virginia,Hughes,1956-08-24,F,USA,Florida,0,2,0,Website,70,2
C0945,1,Emily,Hayes,2045-09-04,F,France,Provence,0,4,0,Website,-19,1
C0946,1,Ashley,Weaver,2046-07-04,F,USA,Nevada,1,3,1,Agency,-20,1
C0947,1,Samantha,Cox,1981-05-16,F,USA,Texas,0,2,0,Website,45,0
C0948,1,Emma,Nelson,1989-12-16,F,USA,California,1,3,1,Website,37,0
C0949,1,Julia,Price,1943-06-26,F,USA,Colorado,1,5,1,Client,83,2
C0950,1,Christina,Price,1991-12-11,F,USA,Texas,1,5,0,Website,35,0
C0951,1,Rachel,Chavez,1998-11-15,F,Mexico,Nuevo Leon,0,1,1,Client,28,0
C0952,1,Ann,Martin,2059-09-03,F,USA,Oregon,0,5,0,Website,-33,3
C0953,0,Helios,Co,1995-10-22,M,USA,Washington,0,5,1,Website,31,0
C0954,1,Michael,Evans,2050-04-08,M,France,Brittany,1,4,1,Agency,-24,1
C0955,1,Megan,Garcia,2069-01-11,F,USA,California,0,1,0,Website,-43,3
C0956,1,Donald,Jackson,2066-03-10,M,USA,California,0,1,1,Website,-40,3
C0957,0,Crestwood,Co,1961-05-21,M,USA,Oregon,0,2,1,Client,65,2
C0958,1,Betty,Rogers,1991-07-11,F,USA,Nevada,0,1,1,Website,35,0
C0959,1,Carl,Hayes,1952-09-13,M,USA,California,0,3,0,Agency,74,2
C0960,1,Linda,Bennett,2060-04-01,F,USA,Arizona,1,1,1,Client,-34,3
C0961,1,Brandon,Morales,2074-08-03,M,UK,Wales,0,2,1,Website,-48,3
C0962,1,Nicholas,Hansen,1940-07-18,M,USA,California,0,4,0,Website,86,2
C0963,1,James,Davis,2041-08-09,M,Canada,Alberta,0,4,0,Agency,-15,1
C0964,1,Elizabeth,Hall,1953-09-19,F,USA,California,0,4,0,Website,73,2
C0965,1,Lauren,Adams,1961-09-26,F,USA,New York,1,3,0,Website,65,2
C0966,0,Corvus,Co,1995-10-11,M,USA,California,1,3,0,Website,31,0
C0967,1,Jennifer,Moore,1959-01-20,F,USA,California,0,2,0,Agency,67,2
C0968,1,Julie,Hansen,1995-11-21,F,USA,Arizona,0,4,0,Website,31,0
C0969,1,Amber,Ward,1976-03-27,F,Russia,Tatarstan,1,1,1,Agency,50,0
C0970,1,Peter,Johnson,1986-12-01,M,Denmark,North Denmark,0,3,1,Website,40,0
C0971,1,Cynthia,Mitchell,2069-06-02,F,USA,Colorado,1,5,1,Website,-43,3
C0972,1,Sandra,Evans,1964-09-16,F,USA,Arizona,0,5,0,Agency,62,2
C0973,1,Charles,Stone,1992-12-03,M,USA,California,1,2,0,Client,34,0
C0974,1,Michael,Hansen,1961-05-22,M,USA,New York,0,1,0,Agency,65,2
C0975,1,Gregory,Reyes,2046-07-09,M,USA,Utah,0,4,0,Website,-20,1
C0976,1,Ryan,Miller,1983-07-18,M,USA,California,0,4,1,Website,43,0
C0977,1,Ryan,James,1996-04-07,M,USA,California,0,1,0,Agency,30,0
C0978,1,Lauren,Brown,2063-11-11,F,USA,California,0,4,1,Website,-37,3
C0979,1,Madison,Roberts,1940-02-25,F,Canada,Quebec,1,4,0,Website,86,2
C0980,1,Daniel,Davis,1942-01-13,M,USA,New York,1,1,1,Website,84,2
C0981,1,Jessica,Stewart,1961-11-14,F,USA,California,1,1,0,Website,65,2
C0982,1,Joyce,Jackson,2061-07-08,F,Canada,Manitoba,1,5,1,Agency,-35,3
C0983,1,Brittany,Freeman,1994-06-21,F,Germany,North Rhine-Westphalia,0,4,0,Website,32,0
C0984,1,Mark,Johnson,2062-12-03,M,Canada,British Columbia,0,5,1,Agency,-36,3
C0985,1,Ruth,Griffin,1954-10-15,F,USA,California,0,1,1,Website,72,2
C0986,1,Jacqueline,Ward,1981-10-18,F,Russia,Saint Petersburg,0,2,0,Website,45,0
C0987,1,Maria,Johnson,1967-10-22,F,Germany,North Rhine-Westphalia,0,1,1,Agency,59,2
C0988,1,Douglas,Cooper,1988-04-21,M,USA,Texas,0,3,1,Agency,38,0
C0989,1,Amber,Cook,1946-10-19,F,USA,Oregon,0,4,0,Website,80,2
C0990,1,Carl,Carter,1942-01-21,M,USA,Utah,0,4,0,Website,84,2
C0991,1,Heather,Adams,1975-03-27,F,USA,Nevada,0,1,0,Website,51,0
C0992,1,Scott,Hughes,1988-11-19,M,Denmark,Capital Region,0,1,1,Website,38,0
C0993,1,Ryan,Campbell,2054-03-11,M,USA,California,0,2,1,Website,-28,1
C0994,1,Michael,Moore,1976-11-26,M,USA,California,0,3,0,Website,50,0
C0995,1,Amanda,Kim,1949-10-14,F,Australia,New South Wales,0,1,1,Website,77,2
C0996,1,Terry,Howard,2056-06-11,M,Canada,Manitoba,0,2,1,Client,-30,1
C0997,1,Terry,Collins,2050-03-11,M,USA,California,1,3,1,Agency,-24,1
C0998,0,Grandis,Co,2069-05-06,F,USA,Virginia,0,4,0,Agency,-43,3
C0999,1,Jacqueline,Cox,1969-09-15,F,USA,California,1,3,0,Agency,57,2
C1000,1,Judith,Parker,1963-07-21,F,USA,Utah,0,2,1,Website,63,2
C1001,1,Aaron,Nelson,1981-07-13,M,USA,California,0,3,0,Website,45,0
C1002,1,Scott,Hughes,2067-06-08,M,USA,California,0,5,0,Website,-41,3
C1003,1,Lauren,Bennett,1977-08-11,F,USA,Nevada,0,2,0,Website,49,0
C1004,1,Alexander,Anderson,1982-09-17,M,USA,Oregon,0,3,1,Website,44,0
C1005,1,Barbara,Chavez,1988-06-07,F,Germany,Hamburg,0,3,0,Client,38,0
C1006,1,Stephanie,Weaver,1992-12-24,F,USA,Georgia,0,1,0,Website,34,0
C1007,1,Joyce,Brooks,1948-10-25,F,UK,England,0,4,0,Agency,78,2
C1008,0,Sterling,Co,1987-10-02,M,USA,California,0,2,0,Website,39,0
C1009,1,Evelyn,Bell,2050-02-11,F,USA,Nevada,1,4,1,Agency,-24,1
C1010,1,Dennis,Moore,2064-03-10,M,Mexico,Jalisco,0,4,0,Website,-38,3
C1011,1,Virginia,Brooks,1952-12-18,F,USA,California,1,1,0,Website,74,2
C1012,1,Raymond,Morales,1960-10-20,M,USA,New York,0,4,1,Website,66,2
C1013,1,Stephanie,Patterson,1994-06-19,F,USA,Oregon,0,1,1,Website,32,0
C1014,1,David,Weaver,2069-01-06,M,USA,California,0,3,1,Website,-43,3
C1015,1,Kyle,Davis,1977-09-01,M,USA,California,0,4,1,Website,49,0
C1016,1,Andrea,Wilson,1976-04-05,F,USA,California,0,4,1,Agency,50,0
C1017,1,Megan,Baker,1968-12-22,F,USA,California,0,1,1,Agency,58,2
C1018,1,Tiffany,Turner,1967-06-19,F,USA,Colorado,0,5,1,Client,59,2
C1019,1,Carolyn,Stewart,1975-10-27,F,USA,Nevada,0,2,0,Client,51,0
C1020,1,Deborah,Morales,1994-07-23,F,USA,California,0,3,0,Agency,32,0
C1021,1,Jeffrey,Bryant,2074-09-04,M,USA,California,1,1,0,Client,-48,3
C1022,1,Christina,King,1984-04-17,F,USA,Colorado,0,1,0,Agency,42,0
C1023,1,Heather,Bell,1953-07-28,F,USA,Nevada,0,1,1,Website,73,2
C1024,1,Gregory,Long,2069-08-03,M,USA,Arizona,1,2,0,Agency,-43,3
C1025,1,Michelle,King,1947-01-20,F,USA,California,0,1,0,Client,79,2
C1026,1,Robert,Parker,1991-08-12,M,USA,California,1,1,0,Agency,35,0
C1027,1,Gerald,White,1976-12-10,M,USA,California,1,1,1,Client,50,0
C1028,1,Nicholas,Cox,2042-04-07,M,USA,California,0,1,1,Website,-16,1
C1029,1,Ryan,Jackson,2049-11-06,M,Australia,Victoria,0,1,0,Agency,-23,1
C1030,1,Christine,Owens,1960-04-20,F,USA,Ohio,0,4,0,Website,66,2
C1031,1,Alexander,Reed,1989-01-13,M,UK,England,0,1,0,Website,37,0
C1032,1,Larry,Freeman,1977-01-03,M,USA,Nevada,0,5,0,Website,49,0
C1033,1,Eric,Jackson,1962-06-21,M,France,Ile-de-France,0,2,0,Website,64,2
C1034,1,Andrea,Wilson,1979-01-20,F,USA,Colorado,0,5,0,Client,47,0
C1035,1,Jacob,Williams,2061-02-10,M,USA,Virginia,0,2,0,Website,-35,3
C1036,1,Martha,Collins,1988-03-13,F,USA,Oregon,0,2,0,Agency,38,0
C1037,0,Corvus,Co,2070-01-02,M,Mexico,Baja California,0,2,1,Website,-44,3
C1038,1,Gerald,Gray,1959-05-25,M,USA,California,1,3,0,Website,67,2
C1039,1,Nicholas,Carter,1962-07-17,M,USA,California,0,1,1,Agency,64,2
C1040,1,Joseph,Young,2040-04-05,M,USA,California,1,5,1,Website,-14,1
C1041,1,Evelyn,Morris,1990-12-07,F,USA,Nevada,0,5,1,Website,36,0
C1042,1,Rebecca,Parker,2045-08-03,F,USA,Nevada,0,2,0,Agency,-19,1
C1043,1,Carol,Griffin,1999-07-14,F,USA,Washington,0,5,0,Website,27,0
C1044,1,Eric,Howard,1971-05-15,M,USA,Nevada,1,5,0,Website,55,0
C1045,1,Rebecca,Allen,2042-04-01,F,USA,New York,0,3,0,Website,-16,1
C1046,1,Maria,Wood,1969-05-21,F,Canada,Quebec,0,4,1,Website,57,2
C1047,1,Ronald,Reyes,1984-12-12,M,USA,Virginia,0,3,0,Website,42,0
C1048,1,Angela,Turner,1970-01-27,F,USA,Oregon,1,1,0,Agency,56,2
C1049,1,Tiffany,Sanders,2040-11-05,F,USA,California,1,5,0,Website,-14,1
C1050,1,Tyler,Watson,2055-10-03,M,USA,Georgia,0,4,1,Website,-29,1
C1051,1,Cheryl,Hansen,1958-07-19,F,USA,Virginia,0,1,1,Agency,68,2
C1052,1,Kimberly,Parker,1953-04-24,F,USA,Utah,0,1,1,Agency,73,2
C1053,1,Adam,Kim,2074-11-10,M,Mexico,Nuevo Leon,0,2,1,Website,-48,3
C1054,1,Edward,Foster,1989-09-04,M,USA,Arizona,0,2,1,Website,37,0
C1055,1,Jonathan,Bennett,1972-11-20,M,USA,New York,1,2,1,Website,54,0
C1056,1,Larry,Wilson,1979-01-19,M,USA,Colorado,0,1,1,Website,47,0
C1057,1,Jesse,Garcia,1994-04-17,M,USA,Nevada,1,5,0,Website,32,0
C1058,1,Rachel,Weaver,2073-06-12,F,Germany,Bavaria,0,3,1,Website,-47,3
C1059,1,Danielle,Davis,1978-06-26,F,USA,California,0,4,0,Website,48,0
C1060,1,Christian,Evans,1940-12-25,M,USA,Nevada,0,5,0,Agency,86,2
C1061,1,Stephanie,Smith,2060-06-01,F,UK,Scotland,0,1,0,Website,-34,3
C1062,1,Billy,Foster,1975-12-20,M,USA,California,0,4,0,Agency,51,0
C1063,1,Nicole,Weaver,1988-12-05,F,USA,New York,1,5,1,Website,38,0
C1064,1,Brandon,Pierce,2045-08-06,M,USA,California,0,5,1,Website,-19,1
C1065,1,Mark,Reyes,2055-01-06,M,USA,Georgia,0,3,1,Client,-29,1
C1066,1,Ashley,Moore,1941-09-21,F,Australia,Victoria,0,1,0,Website,85,2
C1067,1,Samuel,Howard,1942-12-24,M,Mexico,Jalisco,1,4,0,Agency,84,2
C1068,1,Kathleen,Carter,1984-02-10,F,USA,California,0,3,0,Agency,42,0
C1069,1,Lawrence,Cox,1992-06-13,M,USA,Virginia,0,3,1,Agency,34,0
C1070,1,Virginia,Rogers,1951-06-26,F,Germany,Bavaria,0,5,0,Agency,75,2
C1071,1,Aaron,Johnson,2066-08-11,M,USA,Texas,0,2,0,Agency,-40,3
C1072,1,Kimberly,Jones,2062-06-10,F,USA,Utah,0,3,0,Agency,-36,3
C1073,1,Carl,Collins,2055-07-02,M,USA,California,1,2,0,Website,-29,1
C1074,1,George,Foster,2054-07-10,M,UK,Northern Ireland,0,1,0,Website,-28,1
C1075,1,Carolyn,Watson,1975-02-17,F,Mexico,Baja California,0,3,0,Website,51,0
C1076,1,Betty,Thompson,1980-10-28,F,USA,Florida,1,3,0,Agency,46,0
C1077,1,Peter,Griffin,1982-03-07,M,USA,Texas,1,2,0,Agency,44,0
C1078,1,Joshua,Howard,1940-07-22,M,USA,Ohio,0,1,0,Agency,86,2
C1079,1,Steven,Hayes,1959-06-19,M,USA,California,1,4,1,Website,67,2
C1080,1,Hannah,Stewart,2056-10-06,F,UK,England,1,4,0,Agency,-30,1
C1081,0,Meridian,Co,2074-09-08,M,Russia,Novosibirsk,0,4,1,Agency,-48,3
C1082,1,Patricia,Martin,1993-02-04,F,USA,Oregon,1,5,1,Website,33,0
C1083,1,Pamela,Jackson,2050-10-06,F,USA,Colorado,1,4,0,Agency,-24,1
C1084,1,Sarah,Hansen,1989-07-27,F,France,Ile-de-France,0,4,0,Agency,37,0
C1085,1,Sarah,Flores,1947-10-18,F,Australia,Queensland,1,1,0,Client,79,2
C1086,1,Timothy,Montgomery,2056-03-01,M,USA,Colorado,0,1,1,Website,-30,1
C1087,1,Matthew,Owens,1984-01-03,M,USA,Colorado,0,3,0,Website,42,0
C1088,1,Nicholas,Stewart,1998-09-26,M,USA,Utah,0,4,1,Agency,28,0
C1089,1,Madison,Ward,1962-09-17,F,USA,Utah,0,1,1,Website,64,2
C1090,1,Laura,Moore,2062-09-07,F,Canada,Alberta,0,3,1,Client,-36,3
C1091,1,Arthur,Phillips,1984-07-21,M,USA,Nevada,0,1,1,Agency,42,0
C1092,1,Terry,Adams,1996-11-24,M,USA,Oregon,1,2,0,Website,30,0
C1093,1,Adam,Allen,1980-07-13,M,USA,Oregon,0,1,1,Website,46,0
C1094,1,Sarah,Cook,2060-02-12,F,USA,Washington,0,2,1,Website,-34,3
C1095,1,Cynthia,Howard,1940-02-26,F,USA,California,0,3,0,Agency,86,2
C1096,1,Grace,Edwards,1965-05-20,F,USA,New York,0,2,0,Client,61,2
C1097,1,Teresa,Pierce,1962-07-16,F,Canada,Alberta,0,3,1,Agency,64,2
C1098,1,Paul,Young,1976-10-24,M,USA,California,1,3,0,Client,50,0
C1099,1,Joan,Scott,1972-06-26,F,USA,Colorado,0,3,0,Agency,54,0
C1100,1,Frank,Thomas,1940-05-14,M,Russia,Novosibirsk,0,1,0,Website,86,2
C1101,1,Matthew,King,2064-01-03,M,Belgium,Flanders,0,5,0,Website,-38,3
C1102,0,Harmon,Co,2060-05-06,M,Germany,Berlin,0,2,0,Agency,-34,3
C1103,1,Jose,Johnson,1961-04-27,M,Belgium,Wallonia,0,4,0,Agency,65,2
C1104,1,Christian,Weaver,1998-10-15,M,USA,Utah,1,5,1,Website,28,0
C1105,1,Roger,Ward,1940-01-14,M,USA,Nevada,0,3,1,Website,86,2
C1106,1,Sean,Martin,1982-05-16,M,USA,California,0,1,0,Agency,44,0
C1107,1,Frank,Hayes,1948-01-15,M,Canada,British Columbia,0,1,0,Website,78,2
C1108,1,Helen,Ward,1994-01-12,F,Australia,South Australia,0,4,0,Website,32,0
C1109,1,Rebecca,Anderson,2067-09-05,F,USA,California,0,1,1,Client,-41,3
C1110,1,Harold,Watson,1977-05-12,M,USA,New York,0,5,1,Website,49,0
C1111,0,Corvus,Co,1967-01-23,M,USA,California,0,4,1,Website,59,2
C1112,1,Donald,Green,1982-01-05,M,USA,Nevada,1,3,1,Website,44,0
C1113,1,Brenda,Martin,1974-08-18,F,USA,Texas,1,2,0,Client,52,0
C1114,1,Cheryl,Wood,1992-02-04,F,USA,California,0,3,0,Website,34,0
C1115,1,Joseph,Bell,1973-10-24,M,USA,Colorado,0,3,1,Agency,53,0
C1116,1,Angela,Freeman,1991-12-17,F,USA,California,0,1,1,Agency,35,0
C1117,1,Rebecca,Patterson,1955-02-23,F,Mexico,Mexico City,0,5,1,Website,71,2
C1118,0,Caldera,Co,1969-04-26,M,UK,Scotland,1,2,1,Website,57,2
C1119,1,Larry,Green,1941-03-14,M,USA,Oregon,0,1,1,Website,85,2
C1120,1,Kathleen,Carter,1979-07-16,F,USA,Arizona,0,1,0,Website,47,0
C1121,1,Carolyn,Gray,1985-06-02,F,USA,California,0,1,0,Client,41,0
C1122,1,Judith,Evans,2042-10-04,F,USA,California,0,4,0,Website,-16,1
C1123,1,Robert,Pierce,2051-03-11,M,USA,Virginia,0,5,0,Agency,-25,1
C1124,1,Sharon,Murray,1976-02-04,F,USA,Oregon,1,5,1,Website,50,0
C1125,1,Ronald,Price,2041-02-03,M,USA,Oregon,0,3,0,Agency,-15,1
C1126,0,Elara,Co,1983-02-16,M,USA,Virginia,0,1,1,Website,43,0
C1127,1,Ann,Cooper,1943-06-15,F,UK,England,1,1,0,Website,83,2
C1128,1,Brian,Montgomery,1983-12-05,M,USA,California,1,1,0,Website,43,0
C1129,1,Martha,Hansen,2045-09-03,F,USA,Colorado,1,5,0,Agency,-19,1
C1130,1,Tiffany,Parker,1987-03-01,F,USA,Arizona,0,5,0,Website,39,0
C1131,1,Cheryl,Kim,1984-05-28,F,USA,California,1,3,0,Website,42,0
C1132,1,Terry,Roberts,1982-01-21,M,USA,New York,0,2,1,Website,44,0
C1133,1,Jason,Hansen,1993-01-21,M,USA,Oregon,1,3,0,Website,33,0
C1134,1,Dorothy,Bennett,2043-10-10,F,USA,California,1,1,0,Website,-17,1
C1135,1,Melissa,Phillips,1999-09-22,F,Russia,Moscow Oblast,1,5,1,Client,27,0
C1136,1,Shirley,Weaver,1965-04-27,F,USA,California,0,3,1,Agency,61,2
C1137,1,Carol,Price,1986-12-24,F,USA,Nevada,0,4,1,Agency,40,0
C1138,1,George,Green,1964-08-24,M,USA,Oregon,0,1,0,Website,62,2
C1139,1,Tiffany,Green,1996-03-03,F,USA,California,0,4,1,Client,30,0
C1140,1,Billy,Jackson,1976-07-01,M,USA,Florida,0,1,1,Website,50,0
C1141,1,Kimberly,Montgomery,2000-01-26,F,USA,Arizona,1,3,0,Website,26,0
C1142,1,Julia,Hughes,2048-03-10,F,USA,Colorado,0,2,1,Agency,-22,1
C1143,1,Michael,Garcia,1994-09-10,M,USA,Arizona,0,2,1,Website,32,0
C1144,1,Diane,Young,1978-11-10,F,USA,Georgia,1,4,0,Client,48,0
C1145,1,Ethan,King,1993-04-04,M,USA,Nevada,0,5,0,Website,33,0
C1146,1,Richard,Weaver,1991-03-14,M,USA,California,1,2,0,Website,35,0
C1147,1,Brittany,Edwards,1978-02-09,F,USA,Utah,0,3,0,Website,48,0
C1148,1,Joshua,Rogers,1991-07-15,M,Australia,New South Wales,0,1,1,Agency,35,0
C1149,1,Kimberly,Thomas,1980-03-06,F,Russia,Tatarstan,0,3,0,Agency,46,0
C1150,1,Tiffany,Cook,1992-11-08,F,USA,Nevada,1,4,0,Agency,34,0
C1151,1,Tyler,Anderson,1963-12-14,M,USA,Arizona,1,2,0,Website,63,2
C1152,1,Jason,Williams,1977-09-16,M,USA,Georgia,0,1,0,Website,49,0
C1153,1,Scott,Sanders,1991-09-14,M,USA,California,0,1,0,Website,35,0
C1154,1,Jerry,Brown,2056-07-12,M,USA,Utah,0,5,1,Agency,-30,1
C1155,1,William,Young,1977-03-03,M,USA,California,0,5,0,Website,49,0
C1156,1,Dorothy,Kim,1956-05-16,F,USA,Virginia,0,4,0,Agency,70,2
C1157,1,Kenneth,Davis,2044-11-02,M,Canada,Alberta,1,2,0,Website,-18,1
C1158,1,Joan,Pierce,1955-05-19,F,USA,California,1,2,0,Website,71,2
C1159,1,Gerald,Howard,1940-03-24,M,USA,Nevada,1,1,1,Website,86,2
C1160,1,Walter,Griffin,1980-11-21,M,USA,Florida,0,2,1,Website,46,0
C1161,1,Stephen,White,1994-02-12,M,Canada,Alberta,1,3,1,Website,32,0
C1162,1,Charles,Nelson,1962-01-25,M,USA,California,1,2,0,Website,64,2
C1163,1,Noah,Morales,1998-10-26,M,USA,California,0,3,1,Website,28,0
C1164,1,Emma,Watson,2068-04-11,F,Belgium,Wallonia,0,3,1,Agency,-42,3
C1165,1,Victoria,Alexander,1994-09-26,F,Russia,Moscow Oblast,0,1,0,Website,32,0
C1166,1,Scott,Hall,1991-11-15,M,USA,New York,1,1,0,Website,35,0
C1167,1,Kevin,Alexander,1967-12-20,M,UK,Scotland,0,3,0,Website,59,2
C1168,1,Brittany,Reyes,1998-12-25,F,Germany,Hamburg,0,2,1,Agency,28,0
C1169,1,Noah,Bryant,1994-01-05,M,Russia,Saint Petersburg,0,5,1,Agency,32,0
C1170,1,Amanda,Collins,1990-02-09,F,USA,Nevada,0,1,1,Website,36,0
C1171,1,Anna,Patterson,1984-08-21,F,USA,California,1,4,1,Website,42,0
C1172,1,Victoria,Freeman,2042-11-05,F,USA,Nevada,0,5,0,Website,-16,1
C1173,1,Cheryl,Price,1984-11-02,F,Canada,Manitoba,1,1,0,Website,42,0
C1174,1,Kenneth,White,1982-07-06,M,USA,Nevada,0,2,0,Agency,44,0
C1175,1,Evelyn,Long,1959-09-27,F,USA,California,0,2,0,Website,67,2
C1176,1,Lauren,Baker,2075-06-03,F,USA,California,1,4,1,Agency,-49,3
C1177,1,Larry,Sanders,1998-09-05,M,USA,California,1,2,0,Agency,28,0
C1178,1,Jessica,Richardson,1950-07-16,F,USA,California,0,1,0,Agency,76,2
C1179,1,Melissa,Anderson,1991-02-09,F,USA,California,0,4,0,Agency,35,0
C1180,1,Deborah,Miller,1995-07-11,F,Belgium,Brussels,0,2,1,Website,31,0
C1181,1,Judith,Hansen,1956-03-23,F,USA,Nevada,1,5,0,Website,70,2
C1182,1,Christopher,Murray,2061-03-11,M,Germany,Bavaria,1,3,1,Website,-35,3
C1183,1,Carl,Rogers,1993-11-14,M,USA,Arizona,1,1,0,Website,33,0
C1184,1,David,Nelson,1953-04-14,M,France,Ile-de-France,0,2,0,Website,73,2
C1185,1,Ronald,Peterson,2000-06-27,M,USA,California,0,3,0,Website,26,0
C1186,1,Victoria,Bennett,1978-06-27,F,USA,Nevada,0,3,1,Website,48,0
C1187,1,Melissa,Pierce,1962-03-18,F,USA,Nevada,0,4,0,Website,64,2
C1188,1,Matthew,White,1995-11-01,M,Canada,Alberta,0,1,0,Client,31,0
C1189,1,Peter,Alexander,1963-01-22,M,USA,Florida,0,2,1,Client,63,2
C1190,1,Sandra,Baker,2046-08-04,F,USA,Texas,0,4,0,Client,-20,1
C1191,1,Mary,Cox,1950-04-17,F,USA,California,1,3,0,Website,76,2
C1192,1,Adam,Jones,2000-01-05,M,USA,Florida,0,5,0,Website,26,0
C1193,1,Amy,Owens,1975-04-20,F,UK,England,0,1,0,Website,51,0
C1194,1,Melissa,Brooks,1943-06-17,F,USA,Colorado,0,1,0,Website,83,2
C1195,1,Anna,Pierce,1990-06-07,F,USA,California,0,4,1,Agency,36,0
C1196,1,William,Freeman,2055-09-03,M,USA,Nevada,0,2,0,Agency,-29,1
C1197,1,Deborah,Roberts,2059-04-10,F,USA,Arizona,0,4,0,Website,-33,3
C1198,1,Lisa,Young,1960-01-21,F,USA,New York,0,1,0,Agency,66,2
C1199,1,Justin,Campbell,2043-03-03,M,USA,Colorado,0,2,0,Website,-17,1
C1200,1,Henry,Taylor,2069-11-03,M,USA,Utah,0,4,0,Agency,-43,3
C1201,1,Timothy,Stewart,2000-03-22,M,USA,Oregon,1,1,1,Website,26,0
C1202,0,Telnox,Co,1985-05-09,M,Canada,Quebec,1,5,1,Website,41,0
C1203,1,Ashley,Green,1962-01-18,F,USA,Arizona,0,2,1,Website,64,2
C1204,1,William,Reed,1992-04-03,M,Mexico,Puebla,1,2,1,Website,34,0
C1205,1,Patrick,Pierce,1959-05-15,M,Belgium,Flanders,0,4,0,Website,67,2
C1206,1,Melissa,Baker,2057-12-09,F,USA,California,1,5,0,Website,-31,1
C1207,1,Lauren,Price,1973-10-24,F,USA,Texas,0,5,1,Agency,53,0
C1208,1,Noah,Ward,1977-11-27,M,USA,Colorado,0,1,0,Website,49,0
C1209,1,Tiffany,Kim,1978-07-01,F,USA,California,0,4,1,Website,48,0
C1210,1,Dennis,Cox,1991-06-04,M,USA,California,1,1,0,Website,35,0
C1211,1,Kathleen,Owens,1996-07-10,F,Canada,British Columbia,0,5,1,Website,30,0
C1212,1,Lawrence,Gray,2057-07-11,M,USA,California,0,1,0,Agency,-31,1
C1213,1,Ruth,Martin,1993-08-06,F,Canada,Manitoba,0,5,0,Website,33,0
C1214,1,Jennifer,Peterson,2000-08-10,F,USA,Florida,0,1,0,Agency,26,0
C1215,1,Charles,Patterson,1994-07-24,M,USA,California,0,3,0,Website,32,0
C1216,1,Martha,Jordan,1997-07-10,F,France,Normandy,0,4,0,Website,29,0
C1217,1,William,Carter,1997-01-05,M,USA,California,1,4,1,Website,29,0
C1218,1,Teresa,Smith,1941-12-28,F,USA,California,0,1,1,Website,85,2
C1219,1,Danielle,Howard,1983-12-06,F,USA,Arizona,0,1,1,Website,43,0
C1220,1,Christina,Martin,2067-09-08,F,USA,Colorado,1,4,1,Website,-41,3
C1221,1,Cynthia,Thomas,1984-05-23,F,USA,Nevada,1,2,0,Agency,42,0
C1222,1,Christopher,Taylor,2069-01-07,M,USA,Utah,0,4,0,Website,-43,3
C1223,1,Sharon,Stone,1952-09-17,F,USA,Washington,0,4,0,Website,74,2
C1224,1,Paul,Carter,1942-06-13,M,USA,New York,1,5,1,Client,84,2
C1225,1,Larry,James,1990-11-10,M,USA,Oregon,0,2,0,Website,36,0
C1226,1,Michael,Sanders,1989-05-01,M,USA,Utah,0,4,0,Website,37,0
C1227,1,Alexander,Reyes,1987-03-13,M,USA,Colorado,0,3,1,Agency,39,0
C1228,1,Joseph,Howard,2054-07-07,M,USA,California,0,2,0,Website,-28,1
C1229,1,Madison,Reyes,1994-11-02,F,UK,Scotland,0,1,1,Website,32,0
C1230,1,Lawrence,Parker,1985-02-18,M,USA,California,0,5,0,Client,41,0
C1231,1,Betty,Carter,2054-12-09,F,USA,California,0,2,0,Agency,-28,1
C1232,1,Mary,Jackson,1989-09-23,F,Canada,British Columbia,0,3,0,Website,37,0
C1233,1,Brian,Scott,1979-08-05,M,USA,Utah,0,4,0,Website,47,0
C1234,1,Karen,King,1957-01-20,F,USA,Colorado,1,1,0,Website,69,2
C1235,1,Michael,Morales,1957-05-27,M,USA,Arizona,0,2,0,Website,69,2
C1236,1,Brandon,Cook,1972-08-24,M,USA,Arizona,0,4,1,Website,54,0
C1237,1,Helen,Cook,1943-09-25,F,UK,Wales,1,4,1,Website,83,2
C1238,1,Joshua,Bennett,1946-04-22,M,USA,Nevada,0,1,1,Agency,80,2
C1239,1,Catherine,Adams,2053-02-07,F,USA,Oregon,0,3,0,Agency,-27,1
C1240,1,Gloria,Wright,1984-11-12,F,USA,Nevada,1,4,1,Website,42,0
C1241,1,Danielle,Martin,1973-08-19,F,USA,California,0,1,0,Agency,53,0
C1242,1,Gerald,Collins,1961-09-22,M,USA,California,0,3,1,Website,65,2
